transaction_id,date,product_id,customer_id,quantity,unit_price,discount_pct,net_revenue,unit_cost,total_cost
T005430,2025-05-20,P011,C010,5,2600,0.0,13000.0,1800,9000
T005431,2025-05-20,P015,C022,10,520,0.0,5200.0,350,3500
T005432,2025-05-21,P001,C030,1,3200,0.0,3200.0,2400,2400
T005433,2025-05-21,P020,C013,3,3100,8.0,8556.0,2200,6600
T005434,2025-05-21,P007,C012,5,1850,0.0,9250.0,1200,6000
T005435,2025-05-21,P003,C013,4,1250,0.0,5000.0,900,3600
T005436,2025-05-21,P020,C027,5,3100,0.0,15500.0,2200,11000
T005437,2025-05-21,P004,C015,10,340,10.0,3060.0,220,2200
T005438,2025-05-21,P016,C010,4,2100,0.0,8400.0,1400,5600
T005439,2025-05-21,P020,C020,21,3100,0.0,65100.0,2200,46200
T005440,2025-05-21,P014,C008,9,260,5.0,2223.0,180,1620
T005441,2025-05-21,P020,C039,9,3100,8.0,25668.0,2200,19800
T005442,2025-05-21,P004,C009,5,340,0.0,1700.0,220,1100
T005443,2025-05-21,P017,C022,15,420,0.0,6300.0,340,5100
T005444,2025-05-21,P015,C021,11,520,5.0,5434.0,350,3850
T005445,2025-05-21,P019,C037,4,230,8.0,846.4,150,600
T005446,2025-05-21,P012,C034,5,5200,5.0,24700.0,3800,19000
T005447,2025-05-21,P011,C040,4,2600,10.0,9360.0,1800,7200
T005448,2025-05-21,P012,C040,1,5200,5.0,4940.0,3800,3800
T005449,2025-05-21,P020,C039,1,3100,10.0,2790.0,2200,2200
T005450,2025-05-22,P013,C035,2,2900,5.0,5510.0,2100,4200
T005451,2025-05-22,P008,C028,2,6200,12.0,10912.0,4200,8400
T005452,2025-05-22,P005,C010,6,48,8.0,264.96,32,192
T005453,2025-05-22,P002,C028,6,900,8.0,4968.0,650,3900
T005454,2025-05-22,P003,C034,5,1250,10.0,5625.0,900,4500
T005455,2025-05-22,P010,C008,7,380,5.0,2527.0,260,1820
T005456,2025-05-22,P015,C033,3,520,0.0,1560.0,350,1050
T005457,2025-05-22,P008,C016,11,6200,10.0,61380.0,4200,46200
T005458,2025-05-22,P002,C018,22,900,0.0,19800.0,650,14300
T005459,2025-05-22,P015,C022,4,520,5.0,1976.0,350,1400
T005460,2025-05-22,P019,C018,9,230,0.0,2070.0,150,1350
T005461,2025-05-22,P001,C015,2,3200,0.0,6400.0,2400,4800
T005462,2025-05-23,P018,C010,8,78,0.0,624.0,62,496
T005463,2025-05-23,P013,C006,3,2900,0.0,8700.0,2100,6300
T005464,2025-05-23,P019,C006,3,230,10.0,621.0,150,450
T005465,2025-05-23,P008,C037,18,6200,0.0,111600.0,4200,75600
T005466,2025-05-23,P012,C004,13,5200,12.0,59488.0,3800,49400
T005467,2025-05-23,P012,C014,1,5200,0.0,5200.0,3800,3800
T005468,2025-05-23,P003,C028,1,1250,0.0,1250.0,900,900
T005469,2025-05-23,P005,C027,7,48,12.0,295.68,32,224
T005470,2025-05-23,P011,C028,13,2600,5.0,32110.0,1800,23400
T005471,2025-05-23,P001,C025,4,3200,0.0,12800.0,2400,9600
T005472,2025-05-23,P008,C025,5,6200,0.0,31000.0,4200,21000
T005473,2025-05-23,P020,C028,5,3100,0.0,15500.0,2200,11000
T005474,2025-05-23,P019,C037,3,230,0.0,690.0,150,450
T005475,2025-05-23,P015,C012,5,520,8.0,2392.0,350,1750
T005476,2025-05-24,P003,C009,10,1250,0.0,12500.0,900,9000
T005477,2025-05-24,P013,C005,2,2900,0.0,5800.0,2100,4200
T005478,2025-05-24,P016,C038,7,2100,5.0,13965.0,1400,9800
T005479,2025-05-24,P001,C032,3,3200,0.0,9600.0,2400,7200
T005480,2025-05-24,P010,C002,3,380,10.0,1026.0,260,780
T005481,2025-05-24,P011,C031,8,2600,5.0,19760.0,1800,14400
T005482,2025-05-24,P011,C014,8,2600,8.0,19136.0,1800,14400
T005483,2025-05-24,P018,C003,4,78,12.0,274.56,62,248
T005484,2025-05-24,P017,C032,18,420,8.0,6955.2,340,6120
T005485,2025-05-24,P001,C007,3,3200,0.0,9600.0,2400,7200
T005486,2025-05-24,P014,C008,3,260,0.0,780.0,180,540
T005487,2025-05-24,P019,C031,5,230,8.0,1058.0,150,750
T005488,2025-05-24,P015,C010,5,520,5.0,2470.0,350,1750
T005489,2025-05-25,P002,C020,10,900,0.0,9000.0,650,6500
T005490,2025-05-25,P017,C009,1,420,0.0,420.0,340,340
T005491,2025-05-25,P002,C019,3,900,12.0,2376.0,650,1950
T005492,2025-05-25,P008,C024,4,6200,12.0,21824.0,4200,16800
T005493,2025-05-25,P001,C025,5,3200,10.0,14400.0,2400,12000
T005494,2025-05-25,P008,C019,2,6200,8.0,11408.0,4200,8400
T005495,2025-05-25,P008,C028,1,6200,0.0,6200.0,4200,4200
T005496,2025-05-25,P011,C038,6,2600,0.0,15600.0,1800,10800
T005497,2025-05-25,P009,C019,10,600,8.0,5520.0,420,4200
T005498,2025-05-25,P016,C016,1,2100,0.0,2100.0,1400,1400
T005499,2025-05-25,P004,C011,1,340,12.0,299.2,220,220
T005500,2025-05-25,P006,C001,6,82,12.0,432.96,55,330
T005501,2025-05-25,P019,C003,5,230,5.0,1092.5,150,750
T005502,2025-05-25,P014,C023,2,260,12.0,457.6,180,360
T005503,2025-05-26,P009,C006,3,600,8.0,1656.0,420,1260
T005504,2025-05-26,P002,C006,1,900,0.0,900.0,650,650
T005505,2025-05-26,P006,C012,1,82,12.0,72.16,55,55
T005506,2025-05-26,P008,C003,5,6200,10.0,27900.0,4200,21000
T005507,2025-05-26,P003,C013,8,1250,0.0,10000.0,900,7200
T005508,2025-05-26,P003,C016,2,1250,0.0,2500.0,900,1800
T005509,2025-05-26,P002,C013,4,900,0.0,3600.0,650,2600
T005510,2025-05-26,P017,C034,3,420,5.0,1197.0,340,1020
T005511,2025-05-26,P019,C003,9,230,8.0,1904.4,150,1350
T005512,2025-05-26,P009,C023,1,600,12.0,528.0,420,420
T005513,2025-05-26,P007,C007,10,1850,0.0,18500.0,1200,12000
T005514,2025-05-26,P014,C030,8,260,5.0,1976.0,180,1440
T005515,2025-05-26,P005,C035,1,48,5.0,45.6,32,32
T005516,2025-05-26,P005,C009,5,48,5.0,228.0,32,160
T005517,2025-05-26,P011,C014,11,2600,0.0,28600.0,1800,19800
T005518,2025-05-26,P012,C021,4,5200,5.0,19760.0,3800,15200
T005519,2025-05-27,P013,C014,2,2900,0.0,5800.0,2100,4200
T005520,2025-05-27,P003,C011,5,1250,0.0,6250.0,900,4500
T005521,2025-05-27,P014,C001,6,260,0.0,1560.0,180,1080
T005522,2025-05-27,P012,C010,6,5200,0.0,31200.0,3800,22800
T005523,2025-05-27,P013,C029,6,2900,0.0,17400.0,2100,12600
T005524,2025-05-27,P008,C030,6,6200,10.0,33480.0,4200,25200
T005525,2025-05-27,P014,C024,2,260,0.0,520.0,180,360
T005526,2025-05-27,P020,C019,11,3100,5.0,32395.0,2200,24200
T005527,2025-05-27,P005,C006,6,48,10.0,259.2,32,192
T005528,2025-05-27,P019,C032,3,230,0.0,690.0,150,450
T005529,2025-05-28,P016,C018,8,2100,0.0,16800.0,1400,11200
T005530,2025-05-28,P012,C027,3,5200,0.0,15600.0,3800,11400
T005531,2025-05-28,P004,C001,1,340,0.0,340.0,220,220
T005532,2025-05-28,P019,C015,5,230,10.0,1035.0,150,750
T005533,2025-05-28,P003,C014,1,1250,8.0,1150.0,900,900
T005534,2025-05-29,P010,C035,7,380,0.0,2660.0,260,1820
T005535,2025-05-29,P009,C021,2,600,0.0,1200.0,420,840
T005536,2025-05-29,P013,C028,2,2900,0.0,5800.0,2100,4200
T005537,2025-05-29,P009,C040,6,600,0.0,3600.0,420,2520
T005538,2025-05-29,P014,C039,3,260,8.0,717.6,180,540
T005539,2025-05-29,P018,C012,7,78,8.0,502.32,62,434
T005540,2025-05-29,P008,C003,14,6200,10.0,78120.0,4200,58800
T005541,2025-05-29,P020,C036,2,3100,10.0,5580.0,2200,4400
T005542,2025-05-29,P018,C040,4,78,0.0,312.0,62,248
T005543,2025-05-29,P010,C014,4,380,0.0,1520.0,260,1040
T005544,2025-05-29,P001,C028,11,3200,0.0,35200.0,2400,26400
T005545,2025-05-29,P014,C008,4,260,0.0,1040.0,180,720
T005546,2025-05-29,P012,C022,1,5200,0.0,5200.0,3800,3800
T005547,2025-05-29,P019,C009,1,230,0.0,230.0,150,150
T005548,2025-05-29,P005,C022,6,48,0.0,288.0,32,192
T005549,2025-05-29,P013,C002,7,2900,5.0,19285.0,2100,14700
T005550,2025-05-29,P001,C007,3,3200,8.0,8832.0,2400,7200
T005551,2025-05-29,P009,C036,12,600,10.0,6480.0,420,5040
T005552,2025-05-29,P015,C031,2,520,5.0,988.0,350,700
T005553,2025-05-29,P008,C002,5,6200,0.0,31000.0,4200,21000
T005554,2025-05-30,P005,C006,8,48,0.0,384.0,32,256
T005555,2025-05-30,P007,C007,4,1850,0.0,7400.0,1200,4800
T005556,2025-05-30,P010,C017,2,380,0.0,760.0,260,520
T005557,2025-05-30,P007,C014,10,1850,0.0,18500.0,1200,12000
T005558,2025-05-30,P006,C001,1,82,0.0,82.0,55,55
T005559,2025-05-30,P010,C012,22,380,8.0,7691.2,260,5720
T005560,2025-05-30,P020,C012,8,3100,0.0,24800.0,2200,17600
T005561,2025-05-30,P011,C007,4,2600,0.0,10400.0,1800,7200
T005562,2025-05-30,P020,C033,10,3100,8.0,28520.0,2200,22000
T005563,2025-05-30,P005,C018,4,48,0.0,192.0,32,128
T005564,2025-05-30,P009,C007,9,600,10.0,4860.0,420,3780
T005565,2025-05-30,P004,C004,7,340,0.0,2380.0,220,1540
T005566,2025-05-30,P005,C037,15,48,12.0,633.6,32,480
T005567,2025-05-30,P002,C018,10,900,0.0,9000.0,650,6500
T005568,2025-05-30,P007,C032,4,1850,0.0,7400.0,1200,4800
T005569,2025-05-30,P015,C030,4,520,5.0,1976.0,350,1400
T005570,2025-05-30,P017,C025,1,420,0.0,420.0,340,340
T005571,2025-05-30,P015,C027,6,520,8.0,2870.4,350,2100
T005572,2025-05-31,P001,C006,4,3200,0.0,12800.0,2400,9600
T005573,2025-05-31,P011,C040,7,2600,5.0,17290.0,1800,12600
T005574,2025-05-31,P008,C008,2,6200,0.0,12400.0,4200,8400
T005575,2025-05-31,P001,C033,1,3200,12.0,2816.0,2400,2400
T005576,2025-05-31,P009,C016,7,600,0.0,4200.0,420,2940
T005577,2025-05-31,P003,C002,10,1250,0.0,12500.0,900,9000
T005578,2025-05-31,P006,C026,1,82,0.0,82.0,55,55
T005579,2025-05-31,P010,C006,1,380,12.0,334.4,260,260
T005580,2025-05-31,P002,C027,3,900,0.0,2700.0,650,1950
T005581,2025-05-31,P004,C010,1,340,8.0,312.8,220,220
T005582,2025-05-31,P008,C014,7,6200,0.0,43400.0,4200,29400
T005583,2025-05-31,P016,C020,5,2100,8.0,9660.0,1400,7000
T005584,2025-05-31,P018,C023,3,78,5.0,222.3,62,186
T005585,2025-05-31,P007,C032,4,1850,8.0,6808.0,1200,4800
T005586,2025-05-31,P019,C015,9,230,5.0,1966.5,150,1350
T005587,2025-06-01,P001,C001,7,3200,0.0,22400.0,2400,16800
T005588,2025-06-01,P015,C029,1,520,0.0,520.0,350,350
T005589,2025-06-01,P017,C029,15,420,10.0,5670.0,340,5100
T005590,2025-06-01,P013,C031,5,2900,,13050.0,2100,10500
T005591,2025-06-01,P002,C015,3,900,0.0,2700.0,650,1950
T005592,2025-06-01,P012,C007,1,5200,10.0,4680.0,3800,3800
T005593,2025-06-01,P019,C006,1,230,5.0,218.5,150,150
T005594,2025-06-01,P004,C009,7,340,0.0,2380.0,220,1540
T005595,2025-06-02,P020,C037,1,3100,10.0,2790.0,2200,2200
T005596,2025-06-02,P019,C025,3,230,0.0,690.0,150,450
T005597,2025-06-02,P003,C038,3,1250,0.0,3750.0,900,2700
T005598,2025-06-02,P018,C036,3,78,10.0,210.6,62,186
T005599,2025-06-02,P007,C029,8,1850,0.0,14800.0,1200,9600
T005600,2025-06-02,P005,C001,4,48,0.0,192.0,32,128
T005601,2025-06-02,P019,C004,3,230,8.0,634.8,150,450
T005602,2025-06-02,P008,C002,5,6200,0.0,31000.0,4200,21000
T005603,2025-06-03,P006,C025,6,82,12.0,432.96,55,330
T005604,2025-06-03,P010,C008,10,380,10.0,3420.0,260,2600
T005605,2025-06-03,P005,C004,3,48,0.0,144.0,32,96
T005606,2025-06-03,P003,C040,7,1250,10.0,7875.0,900,6300
T005607,2025-06-03,P001,C001,1,3200,12.0,2816.0,2400,2400
T005608,2025-06-03,P009,C021,18,600,0.0,10800.0,420,7560
T005609,2025-06-03,P009,C022,6,600,0.0,3600.0,420,2520
T005610,2025-06-03,P004,C040,2,340,0.0,680.0,220,440
T005611,2025-06-03,P020,C013,2,3100,5.0,5890.0,2200,4400
T005612,2025-06-04,P001,C032,7,3200,5.0,21280.0,2400,16800
T005613,2025-06-04,P019,C009,4,230,0.0,920.0,150,600
T005614,2025-06-04,P011,C035,1,2600,0.0,2600.0,1800,1800
T005615,2025-06-04,P011,C029,3,2600,0.0,7800.0,1800,5400
T005616,2025-06-04,P009,C028,4,600,0.0,2400.0,420,1680
T005617,2025-06-04,P017,C039,12,420,8.0,4636.8,340,4080
T005618,2025-06-04,P019,C032,4,230,12.0,809.6,150,600
T005619,2025-06-04,P002,C016,6,900,0.0,5400.0,650,3900
T005620,2025-06-04,P010,C028,4,380,12.0,1337.6,260,1040
T005621,2025-06-05,P019,C018,1,230,10.0,207.0,150,150
T005622,2025-06-05,P001,C021,1,3200,12.0,2816.0,2400,2400
T005623,2025-06-05,P008,C025,5,6200,0.0,31000.0,4200,21000
T005624,2025-06-05,P008,C033,6,6200,5.0,35340.0,4200,25200
T005625,2025-06-05,P020,C015,7,3100,5.0,20615.0,2200,15400
T005626,2025-06-05,P018,C015,2,78,8.0,143.52,62,124
T005627,2025-06-05,P009,C013,5,600,5.0,2850.0,420,2100
T005628,2025-06-05,P013,C027,6,2900,12.0,15312.0,2100,12600
T005629,2025-06-05,P014,C029,5,260,0.0,1300.0,180,900
T005630,2025-06-05,P004,C036,3,340,10.0,918.0,220,660
T005631,2025-06-06,P020,C019,1,3100,0.0,3100.0,2200,2200
T005632,2025-06-06,P012,C031,1,5200,5.0,4940.0,3800,3800
T005633,2025-06-06,P018,C003,1,78,0.0,78.0,62,62
T005634,2025-06-06,P002,C026,5,900,0.0,4500.0,650,3250
T005635,2025-06-06,P020,C009,7,3100,8.0,19964.0,2200,15400
T005636,2025-06-06,P001,C016,7,3200,10.0,20160.0,2400,16800
T005637,2025-06-06,P004,C030,4,340,12.0,1196.8,220,880
T005638,2025-06-06,P019,C031,2,230,5.0,437.0,150,300
T005639,2025-06-06,P015,C034,17,520,5.0,8398.0,350,5950
T005640,2025-06-06,P016,C035,12,2100,12.0,22176.0,1400,16800
T005641,2025-06-06,P007,C010,4,1850,0.0,7400.0,1200,4800
T005642,2025-06-06,P019,C038,4,230,10.0,828.0,150,600
T005643,2025-06-06,P015,C027,4,520,12.0,1830.4,350,1400
T005644,2025-06-07,P013,C006,4,2900,8.0,10672.0,2100,8400
T005645,2025-06-07,P002,C001,7,900,8.0,5796.0,650,4550
T005646,2025-06-07,P011,C011,2,2600,10.0,4680.0,1800,3600
T005647,2025-06-07,P015,C007,4,520,0.0,2080.0,350,1400
T005648,2025-06-08,P017,C031,21,420,0.0,8820.0,340,7140
T005649,2025-06-08,P011,C006,3,2600,0.0,7800.0,1800,5400
T005650,2025-06-08,P019,C036,3,230,0.0,690.0,150,450
T005651,2025-06-08,P001,C002,3,3200,0.0,9600.0,2400,7200
T005652,2025-06-08,P001,C007,7,3200,12.0,19712.0,2400,16800
T005653,2025-06-08,P008,C012,1,6200,0.0,6200.0,4200,4200
T005654,2025-06-08,P017,C020,2,420,10.0,756.0,340,680
T005655,2025-06-08,P015,C011,2,520,0.0,1040.0,350,700
T005656,2025-06-08,P001,C032,9,3200,0.0,28800.0,2400,21600
T005657,2025-06-09,P016,C005,4,2100,8.0,7728.0,1400,5600
T005658,2025-06-09,P014,C034,1,260,12.0,228.8,180,180
T005659,2025-06-09,P002,C016,1,900,10.0,810.0,650,650
T005660,2025-06-09,P002,C021,2,900,0.0,1800.0,650,1300
T005661,2025-06-09,P001,C021,10,3200,0.0,32000.0,2400,24000
T005662,2025-06-09,P010,C028,18,380,0.0,6840.0,260,4680
T005663,2025-06-09,P011,C003,2,2600,5.0,4940.0,1800,3600
T005664,2025-06-09,P020,C003,5,3100,0.0,15500.0,2200,11000
T005665,2025-06-09,P003,C028,1,1250,0.0,1250.0,900,900
T005666,2025-06-09,P009,C040,11,600,5.0,6270.0,420,4620
T005667,2025-06-10,P016,C019,1,2100,0.0,2100.0,1400,1400
T005668,2025-06-10,P011,C018,2,2600,10.0,4680.0,1800,3600
T005669,2025-06-10,P014,C008,4,260,0.0,1040.0,180,720
T005670,2025-06-10,P003,C004,9,1250,0.0,11250.0,900,8100
T005671,2025-06-10,P008,C006,8,6200,0.0,49600.0,4200,33600
T005672,2025-06-10,P007,C029,2,1850,8.0,3404.0,1200,2400
T005673,2025-06-10,P006,C022,5,82,10.0,369.0,55,275
T005674,2025-06-10,P018,C008,7,78,0.0,546.0,62,434
T005675,2025-06-10,P015,C005,21,520,5.0,10374.0,350,7350
T005676,2025-06-10,P012,C012,6,5200,12.0,27456.0,3800,22800
T005677,2025-06-10,P020,C039,3,3100,0.0,9300.0,2200,6600
T005678,2025-06-10,P018,C016,9,78,0.0,702.0,62,558
T005679,2025-06-10,P004,C005,4,340,5.0,1292.0,220,880
T005680,2025-06-11,P008,C040,11,6200,0.0,68200.0,4200,46200
T005681,2025-06-11,P007,C011,3,1850,10.0,4995.0,1200,3600
T005682,2025-06-11,P019,C019,1,230,5.0,218.5,150,150
T005683,2025-06-11,P011,C018,1,2600,0.0,2600.0,1800,1800
T005684,2025-06-12,P018,C010,11,78,12.0,755.04,62,682
T005685,2025-06-12,P011,C002,5,2600,0.0,13000.0,1800,9000
T005686,2025-06-12,P003,C014,3,1250,0.0,3750.0,900,2700
T005687,2025-06-12,P010,C032,13,380,0.0,4940.0,260,3380
T005688,2025-06-12,P017,C027,13,420,10.0,4914.0,340,4420
T005689,2025-06-12,P001,C022,5,3200,5.0,15200.0,2400,12000
T005690,2025-06-12,P003,C031,14,1250,8.0,16100.0,900,12600
T005691,2025-06-12,P012,C026,10,5200,0.0,52000.0,3800,38000
T005692,2025-06-12,P009,C013,5,600,0.0,3000.0,420,2100
T005693,2025-06-12,P014,C011,5,260,8.0,1196.0,180,900
T005694,2025-06-12,P001,C026,2,3200,12.0,5632.0,2400,4800
T005695,2025-06-12,P007,C039,1,1850,0.0,1850.0,1200,1200
T005696,2025-06-12,P014,C004,9,260,10.0,2106.0,180,1620
T005697,2025-06-13,P012,C025,7,5200,12.0,32032.0,3800,26600
T005698,2025-06-13,P006,C006,7,82,8.0,528.08,55,385
T005699,2025-06-13,P017,C030,8,420,8.0,3091.2,340,2720
T005700,2025-06-13,P010,C032,6,380,0.0,2280.0,260,1560
T005701,2025-06-13,P002,C003,8,900,12.0,6336.0,650,5200
T005702,2025-06-13,P007,C013,15,1850,0.0,27750.0,1200,18000
T005703,2025-06-13,P019,C017,4,230,8.0,846.4,150,600
T005704,2025-06-14,P013,C010,7,2900,0.0,20300.0,2100,14700
T005705,2025-06-14,P005,C020,7,48,0.0,336.0,32,224
T005706,2025-06-14,P006,C021,8,82,0.0,656.0,55,440
T005707,2025-06-14,P003,C028,3,1250,0.0,3750.0,900,2700
T005708,2025-06-14,P009,C026,7,600,12.0,3696.0,420,2940
T005709,2025-06-14,P003,C025,7,1250,12.0,7700.0,900,6300
T005710,2025-06-14,P020,C007,2,3100,0.0,6200.0,2200,4400
T005711,2025-06-14,P015,C036,8,520,12.0,3660.8,350,2800
T005712,2025-06-14,P018,C037,3,78,8.0,215.28,62,186
T005713,2025-06-15,P013,C017,6,2900,12.0,15312.0,2100,12600
T005714,2025-06-15,P019,C001,6,230,0.0,1380.0,150,900
T005715,2025-06-15,P005,C036,1,48,0.0,48.0,32,32
T005716,2025-06-15,P010,C036,6,380,0.0,2280.0,260,1560
T005717,2025-06-15,P012,C028,8,5200,10.0,37440.0,3800,30400
T005718,2025-06-15,P004,C018,3,340,10.0,918.0,220,660
T005719,2025-06-15,P009,C029,6,600,0.0,3600.0,420,2520
T005720,2025-06-15,P016,C029,3,2100,0.0,6300.0,1400,4200
T005721,2025-06-16,P008,C035,6,6200,0.0,37200.0,4200,25200
T005722,2025-06-16,P011,C012,2,2600,8.0,4784.0,1800,3600
T005723,2025-06-16,P002,C035,6,900,0.0,5400.0,650,3900
T005724,2025-06-16,P013,C035,8,2900,0.0,23200.0,2100,16800
T005725,2025-06-17,P003,C027,4,1250,0.0,5000.0,900,3600
T005726,2025-06-17,P017,C016,5,420,10.0,1890.0,340,1700
T005727,2025-06-17,P010,C039,5,380,0.0,1900.0,260,1300
T005728,2025-06-17,P018,C001,4,78,0.0,312.0,62,248
T005729,2025-06-17,P006,C021,4,82,10.0,295.2,55,220
T005730,2025-06-17,P009,C034,11,600,8.0,6072.0,420,4620
T005731,2025-06-17,P004,C016,3,340,0.0,1020.0,220,660
T005732,2025-06-18,P006,C028,1,82,5.0,77.9,55,55
T005733,2025-06-18,P007,C038,2,1850,12.0,3256.0,1200,2400
T005734,2025-06-18,P016,C022,5,2100,5.0,9975.0,1400,7000
T005735,2025-06-18,P002,C031,5,900,8.0,4140.0,650,3250
T005736,2025-06-18,P007,C011,4,1850,0.0,7400.0,1200,4800
T005737,2025-06-18,P014,C004,2,260,0.0,520.0,180,360
T005738,2025-06-19,P013,C030,8,2900,0.0,23200.0,2100,16800
T005739,2025-06-19,P017,C037,19,420,8.0,7341.6,340,6460
T005740,2025-06-19,P013,C003,9,2900,12.0,22968.0,2100,18900
T005741,2025-06-19,P016,C005,6,2100,0.0,12600.0,1400,8400
T005742,2025-06-19,P005,C026,12,48,5.0,547.2,32,384
T005743,2025-06-19,P008,C022,12,6200,8.0,68448.0,4200,50400
T005744,2025-06-19,P019,C003,12,230,5.0,2622.0,150,1800
T005745,2025-06-19,P014,C040,10,260,0.0,2600.0,180,1800
T005746,2025-06-19,P001,C032,2,3200,12.0,5632.0,2400,4800
T005747,2025-06-19,P010,C005,2,380,0.0,760.0,260,520
T005748,2025-06-19,P004,C019,1,340,12.0,299.2,220,220
T005749,2025-06-20,P009,C013,5,600,12.0,2640.0,420,2100
T005750,2025-06-20,P018,C024,5,78,8.0,358.8,62,310
T005751,2025-06-20,P018,C038,6,78,0.0,468.0,62,372
T005752,2025-06-20,P014,C032,7,260,8.0,1674.4,180,1260
T005753,2025-06-20,P012,C037,2,5200,12.0,9152.0,3800,7600
T005754,2025-06-20,P008,C008,7,6200,0.0,43400.0,4200,29400
T005755,2025-06-20,P004,C021,10,340,5.0,3230.0,220,2200
T005756,2025-06-20,P018,C028,11,78,0.0,858.0,62,682
T005757,2025-06-20,P008,C030,3,6200,5.0,17670.0,4200,12600
T005758,2025-06-20,P012,C020,3,5200,12.0,13728.0,3800,11400
T005759,2025-06-20,P009,C003,2,600,10.0,1080.0,420,840
T005760,2025-06-20,P019,C040,1,230,0.0,230.0,150,150
T005761,2025-06-20,P017,C032,1,420,5.0,399.0,340,340
T005762,2025-06-21,P007,C036,2,1850,0.0,3700.0,1200,2400
T005763,2025-06-21,P010,C014,12,380,5.0,4332.0,260,3120
T005764,2025-06-21,P017,C032,3,420,0.0,1260.0,340,1020
T005765,2025-06-21,P011,C013,4,2600,0.0,10400.0,1800,7200
T005766,2025-06-21,P007,C002,4,1850,10.0,6660.0,1200,4800
T005767,2025-06-21,P015,C030,9,520,0.0,4680.0,350,3150
T005768,2025-06-21,P016,C027,-1,2100,5.0,3990.0,1400,2800
T005769,2025-06-21,P013,C040,7,2900,5.0,19285.0,2100,14700
T005770,2025-06-21,P017,C025,3,420,0.0,1260.0,340,1020
T005771,2025-06-21,P012,C038,1,5200,0.0,5200.0,3800,3800
T005772,2025-06-22,P004,C008,14,340,0.0,4760.0,220,3080
T005773,2025-06-22,P001,C014,5,3200,,14720.0,2400,12000
T005774,2025-06-22,P020,C023,5,3100,5.0,14725.0,2200,11000
T005775,2025-06-22,P006,C034,7,82,12.0,505.12,55,385
T005776,2025-06-22,P017,C012,10,420,0.0,4200.0,340,3400
T005777,2025-06-22,P007,C035,12,1850,8.0,20424.0,1200,14400
T005778,2025-06-22,P006,C029,9,82,0.0,738.0,55,495
T005779,2025-06-22,P011,C028,1,2600,8.0,2392.0,1800,1800
T005780,2025-06-22,P013,C007,10,2900,12.0,25520.0,2100,21000
T005781,2025-06-22,P005,C030,9,48,0.0,432.0,32,288
T005782,2025-06-23,P002,C015,16,900,10.0,12960.0,650,10400
T005783,2025-06-23,P020,C021,4,3100,5.0,11780.0,2200,8800
T005784,2025-06-23,P012,C031,1,5200,8.0,4784.0,3800,3800
T005785,2025-06-23,P010,C018,8,380,10.0,2736.0,260,2080
T005786,2025-06-23,P020,C031,2,3100,8.0,5704.0,2200,4400
T005787,2025-06-23,P006,C035,4,82,0.0,328.0,55,220
T005788,2025-06-23,P007,C020,5,1850,8.0,8510.0,1200,6000
T005789,2025-06-24,P001,C026,10,3200,10.0,28800.0,2400,24000
T005790,2025-06-24,P005,C033,8,48,0.0,384.0,32,256
T005791,2025-06-24,P009,C018,8,600,0.0,4800.0,420,3360
T005792,2025-06-24,P011,C013,11,2600,0.0,28600.0,1800,19800
T005793,2025-06-24,P009,C018,15,600,8.0,8280.0,420,6300
T005794,2025-06-24,P015,C022,16,520,0.0,8320.0,350,5600
T005795,2025-06-24,P006,C039,4,82,5.0,311.6,55,220
T005796,2025-06-24,P001,C012,6,3200,10.0,17280.0,2400,14400
T005797,2025-06-24,P007,C034,4,1850,12.0,6512.0,1200,4800
T005798,2025-06-24,P010,C024,8,380,12.0,2675.2,260,2080
T005799,2025-06-24,P019,C015,8,230,0.0,1840.0,150,1200
T005800,2025-06-24,P010,C016,2,380,0.0,760.0,260,520
T005801,2025-06-24,P018,C018,1,78,8.0,71.76,62,62
T005802,2025-06-25,P005,C023,3,48,0.0,144.0,32,96
T005803,2025-06-25,P009,C030,10,600,12.0,5280.0,420,4200
T005804,2025-06-25,P012,C036,4,5200,0.0,20800.0,3800,15200
T005805,2025-06-25,P014,C024,4,260,12.0,915.2,180,720
T005806,2025-06-25,P020,C013,1,3100,8.0,2852.0,2200,2200
T005807,2025-06-25,P020,C035,3,3100,12.0,8184.0,2200,6600
T005808,2025-06-25,P010,C026,4,380,0.0,1520.0,260,1040
T005809,2025-06-26,P009,C015,9,600,10.0,4860.0,420,3780
T005810,2025-06-26,P010,C005,6,380,0.0,2280.0,260,1560
T005811,2025-06-26,P013,C024,6,2900,10.0,15660.0,2100,12600
T005812,2025-06-26,P019,C022,4,230,5.0,874.0,150,600
T005813,2025-06-26,P007,C033,2,1850,8.0,3404.0,1200,2400
T005814,2025-06-26,P009,C009,5,600,5.0,2850.0,420,2100
T005815,2025-06-26,P004,C025,2,340,10.0,612.0,220,440
T005816,2025-06-26,P018,C004,14,78,8.0,1004.64,62,868
T005817,2025-06-26,P016,C017,1,2100,5.0,1995.0,1400,1400
T005818,2025-06-27,P008,C004,12,6200,0.0,74400.0,4200,50400
T005819,2025-06-27,P008,C010,3,6200,8.0,17112.0,4200,12600
T005820,2025-06-27,P004,C018,7,340,0.0,2380.0,220,1540
T005821,2025-06-27,P006,C002,3,82,8.0,226.32,55,165
T005822,2025-06-27,P006,C030,1,82,0.0,82.0,55,55
T005823,2025-06-27,P020,C037,13,3100,0.0,40300.0,2200,28600
